05.0304;АКЦІЯ!!! Трос газу BMW 518-520 4 cyl.-80;Adriauto;1;122.43;UAH
13.0355;АКЦІЯ!!! Трос газу FORD Escort/Orion 1.6i9/90-;Adriauto;1;122.43;UAH
21.0300;АКЦІЯ!!! Трос газу LADA Samara all 86-;Adriauto;1;122.43;UAH
33.0334;АКЦІЯ!!! Трос газу OPEL Vectra 1.6-1.8 (cat.) 88-;Adriauto;1;122.43;UAH
07.0222;АКЦІЯ!!! Трос гальмівний CITROEN AX all LH-RH86-;Adriauto;1;122.43;UAH
13.0236.1;АКЦІЯ!!! Трос гальмівний FORD Focus all F01/05-;Adriauto;1;122.43;UAH
13.0243.1;АКЦІЯ!!! Трос гальмівний FORD Focus II all disc brakeR05-;Adriauto;1;122.43;UAH
13.0242.1;АКЦІЯ!!! Трос гальмівний FORD Focus II all F05-;Adriauto;1;122.43;UAH
13.0241.1;АКЦІЯ!!! Трос гальмівний FORD Transit FWD cab.R rh03-;Adriauto;1;122.43;UAH
11.2218;АКЦІЯ!!! Трос гальмівний Iveco Daily 2000-;Adriauto;1;122.43;UAH
11.2219;АКЦІЯ!!! Трос гальмівний Iveco Daily 2000-;Adriauto;1;122.43;UAH
21.0202;АКЦІЯ!!! Трос гальмівний LADA Niva F;Adriauto;1;122.43;UAH
27.0208;АКЦІЯ!!! Трос гальмівний MERCEDES 190 all F 84-;Adriauto;1;122.43;UAH
27.0289;АКЦІЯ!!! Трос гальмівний MERCEDES C class all F 94-00;Adriauto;1;122.43;UAH
27.0285;АКЦІЯ!!! Трос гальмівний MERCEDES Sprinter 411 cdi RH 97-/Vario 512D double wheels RH 97-;Adriauto;1;122.43;UAH
27.0274;АКЦІЯ!!! Трос гальмівний MERCEDES Sprinter WDB903663 mod.903.663.01 F 97-/LT 28-30 ch. 3000 F 97-;Adriauto;1;122.43;UAH
41.0227;АКЦІЯ!!! Трос гальмівний RENAULT R14 all RH76-;Adriauto;1;122.43;UAH
41.0284.1;АКЦІЯ!!! Трос гальмівний RENAULT Twingo II all RH4/07-;Adriauto;1;122.43;UAH
11.0815;АКЦІЯ!!! Трос замку капота FIAT 124 all/132 all/1200/1300/1500/124;Adriauto;1;122.43;UAH
07.0156;АКЦІЯ!!! Трос зчеплення CITROEN Berlingo 1.8 all mod.97-/Partner all 1.8 mod.97-;Adriauto;1;122.43;UAH
21.0100;АКЦІЯ!!! Трос зчеплення LADA Samara I serie -87;Adriauto;1;122.43;UAH
33.0151;АКЦІЯ!!! Трос зчеплення OPEL Corsa 1.498-;Adriauto;1;122.43;UAH
41.0145;АКЦІЯ!!! Трос зчеплення RENAULT Master TR-AV Turbo 89-;Adriauto;1;122.43;UAH
21.1500;АКЦІЯ!!! Трос приводу спідометра LADA 2101;Adriauto;1;122.43;UAH
21.1501;АКЦІЯ!!! Трос приводу спідометра LADA 2103;Adriauto;1;122.43;UAH
21.1502;АКЦІЯ!!! Трос приводу спідометра LADA 2105/Nova;Adriauto;1;122.43;UAH
21.1504;АКЦІЯ!!! Трос приводу спідометра LADA Samara;Adriauto;1;122.43;UAH
05.0315;Трос газу BMW 316i10/87-;Adriauto;1;122.43;UAH
11.0362.1;Трос газу FIAT Ducato Diesel 2.5 94-;Adriauto;1;122.43;UAH
11.0301.1;Трос газу FIAT Ducato Diesel-Tds/Talento 87-/Talento R 90 Diesel 90/94;Adriauto;1;122.43;UAH
11.0361.1;Трос газу FIAT Jumper DS 1.9-TDS 1.9 94-/Ducato Diesel 2.0 94-;Adriauto;1;122.43;UAH
11.0375.1;Трос газу FIAT KIT Evasion/Ulysse all (KIT)94-/Scudo (kit)96-/806 all 95-;Adriauto;1;122.43;UAH
13.0343;Трос газу FORD Escort 1.6i86-;Adriauto;1;122.43;UAH
13.0332;Трос газу FORD Escort/Orion 1.3-1.64/84-;Adriauto;1;122.43;UAH
13.0352;Трос газу FORD Escort/Orion 1.39/90-;Adriauto;1;122.43;UAH
13.0309;Трос газу FORD Escort/Orion Diesel 84-86;Adriauto;1;122.43;UAH
13.0345;Трос газу FORD Escort/Orion Diesel 86-;Adriauto;1;122.43;UAH
13.0356;Трос газу FORD Escort/Orion Diesel all (Bosch-Cav) 90-;Adriauto;1;122.43;UAH
13.0319;Трос газу FORD Sierra 1.3-1.6;Adriauto;1;122.43;UAH
13.0369;Трос газу FORD Sierra 1.6 82-;Adriauto;1;122.43;UAH
13.0377;Трос газу FORD Sierra 1.8 (motore OHC) 87-92;Adriauto;1;122.43;UAH
13.0321;Трос газу FORD Sierra 2.0-2.3 10/82-;Adriauto;1;122.43;UAH
13.0348;Трос газу FORD Sierra Diesel 87-;Adriauto;1;122.43;UAH
13.0362;Трос газу FORD Transit Benz.86-;Adriauto;1;122.43;UAH
13.0365;Трос газу FORD Transit Diesel 2.5 86-;Adriauto;1;122.43;UAH
13.0336;Трос газу FORD Transit Diesel 86-;Adriauto;1;122.43;UAH
27.0301;Трос газу MERCEDES MB 100-130-150;Adriauto;1;122.43;UAH
33.0307;Трос газу OPEL Kadett D-E Diesel82-/Ascona C Diesel82-;Adriauto;1;122.43;UAH
33.0326;Трос газу OPEL Kadett E 1.3 S 84-;Adriauto;1;122.43;UAH
33.0359;Трос газу OPEL Omega 1.8/2.0 87-93;Adriauto;1;122.43;UAH
33.0330;Трос газу OPEL Vectra 1.4-1.6-1.8 88-;Adriauto;1;122.43;UAH
41.0395;Трос газу RENAULT Clio 1.4-1.6 98-/Kangoo 1.4 98-/;Adriauto;1;122.43;UAH
41.0396;Трос газу RENAULT Clio 1.9 Ds 98-/Kangoo 1.9 D 98-;Adriauto;1;122.43;UAH
41.0308.1;Трос газу RENAULT Logan BZ04-;Adriauto;1;122.43;UAH
55.0331;Трос газу VW Golf GTI83-/Passat 1.6-1.8 88-;Adriauto;1;122.43;UAH
55.0388;Трос газу VW Golf/Jetta 1.68/83-/Passat 1.8/2.0 ch -3A-R-2200004/88-7/94/Toledo 1.6 - Toledo 1.8-2.0;Adriauto;1;122.43;UAH
55.0347;Трос газу VW Golf/Vento 1.4-1.69/91-;Adriauto;1;122.43;UAH
55.0339;Трос газу VW LT Diesel 6 cyl. 79-;Adriauto;1;122.43;UAH
55.0357;Трос газу VW Passat 1.8 93-;Adriauto;1;122.43;UAH
55.0359;Трос газу VW Passat D-TD 89-92;Adriauto;1;122.43;UAH
55.0314;Трос газу VW Toledo 1.6-1.8 (-ch 1LZZD309350)91-/Golf/Scirocco GTI77-/Golf II 1.1-1.3-1-5 83-91;Adriauto;1;122.43;UAH
